train_id,date,time,station_id,coach_capacity,current_passengers,occupancy_percentage,crowd_level
DEL-YE-OCC00006,2024-10-05,19:28,DEL006,1920,2688,140,Critical
DEL-YE-OCC00006,2024-10-05,19:33,DEL009,1920,733,38.2,Low
DEL-YE-OCC00007,2024-10-09,11:36,DEL031,2100,523,24.9,Low
DEL-YE-OCC00007,2024-10-09,11:39,DEL035,2100,1359,64.7,Medium
DEL-YE-OCC00007,2024-10-09,11:20,DEL015,2100,2204,105.0,High
DEL-YE-OCC00007,2024-10-09,11:02,DEL026,2100,725,34.6,Low
DEL-YE-OCC00007,2024-10-09,11:12,DEL004,2100,843,40.2,Low
DEL-YE-OCC00008,2024-10-09,06:28,DEL027,2800,501,17.9,Low
DEL-YE-OCC00008,2024-10-09,06:24,DEL012,2800,2487,88.8,High
DEL-YE-OCC00008,2024-10-09,06:47,DEL002,2800,826,29.5,Low
DEL-YE-OCC00009,2024-10-09,19:14,DEL029,2800,2656,94.9,High
DEL-YE-OCC00009,2024-10-09,19:28,DEL035,2800,2833,101.2,High
DEL-YE-OCC00009,2024-10-09,19:11,DEL014,2800,3040,108.6,Critical
DEL-YE-OCC00010,2024-10-13,22:33,DEL002,2280,645,28.3,Low
DEL-YE-OCC00010,2024-10-13,22:43,DEL010,2280,556,24.4,Low
DEL-YE-OCC00010,2024-10-13,22:50,DEL030,2280,581,25.5,Low
DEL-YE-OCC00010,2024-10-13,22:20,DEL018,2280,2009,88.1,High
DEL-YE-OCC00010,2024-10-13,22:18,DEL012,2280,2004,87.9,High
DEL-YE-OCC00010,2024-10-13,22:32,DEL005,2280,693,30.4,Low
DEL-YE-OCC00011,2024-10-13,14:44,DEL007,2560,1390,54.3,Medium
DEL-YE-OCC00011,2024-10-13,14:23,DEL023,2560,566,22.1,Low
DEL-YE-OCC00011,2024-10-13,14:47,DEL037,2560,1268,49.6,Medium
DEL-YE-OCC00011,2024-10-13,14:26,DEL005,2560,1190,46.5,Medium
DEL-YE-OCC00011,2024-10-13,14:45,DEL002,2560,678,26.5,Low
DEL-YE-OCC00012,2024-10-13,05:09,DEL008,2560,246,9.6,Low
DEL-YE-OCC00012,2024-10-13,05:39,DEL006,2560,252,9.8,Low
DEL-YE-OCC00012,2024-10-13,05:15,DEL036,2560,336,13.1,Low
DEL-YE-OCC00012,2024-10-13,05:30,DEL021,2560,312,12.2,Low
DEL-YE-OCC00013,2024-10-17,23:29,DEL007,2100,236,11.3,Low
DEL-YE-OCC00013,2024-10-17,23:46,DEL031,2100,239,11.4,Low
DEL-YE-OCC00013,2024-10-17,23:57,DEL001,2100,497,23.7,Low
DEL-YE-OCC00014,2024-10-17,12:13,DEL022,2560,1256,49.1,Medium
DEL-YE-OCC00014,2024-10-17,12:42,DEL035,2560,1203,47.0,Medium
DEL-YE-OCC00014,2024-10-17,12:23,DEL004,2560,456,17.8,Low
DEL-YE-OCC00015,2024-10-17,11:54,DEL028,1920,852,44.4,Low
DEL-YE-OCC00015,2024-10-17,11:13,DEL034,1920,726,37.9,Low
DEL-YE-OCC00015,2024-10-17,11:56,DEL002,1920,624,32.5,Low
DEL-YE-OCC00016,2024-10-21,05:18,DEL005,2560,259,10.1,Low
DEL-YE-OCC00016,2024-10-21,05:24,DEL027,2560,214,8.4,Low
DEL-YE-OCC00016,2024-10-21,05:57,DEL030,2560,251,9.8,Low
DEL-YE-OCC00016,2024-10-21,05:15,DEL034,2560,270,10.5,Low
DEL-YE-OCC00016,2024-10-21,05:31,DEL033,2560,220,8.6,Low
DEL-YE-OCC00017,2024-10-21,15:20,DEL031,3040,1327,43.7,Low
DEL-YE-OCC00017,2024-10-21,15:07,DEL014,3040,827,27.2,Low
DEL-YE-OCC00017,2024-10-21,15:47,DEL012,3040,3142,103.4,High
DEL-YE-OCC00017,2024-10-21,15:17,DEL005,3040,1139,37.5,Low
DEL-YE-OCC00017,2024-10-21,15:45,DEL029,3040,799,26.3,Low
DEL-YE-OCC00017,2024-10-21,15:40,DEL015,3040,2248,74.0,Medium
DEL-YE-OCC00018,2024-10-21,10:24,DEL011,2560,2826,110.4,Critical
DEL-YE-OCC00018,2024-10-21,10:50,DEL029,2560,1154,45.1,Medium
DEL-YE-OCC00018,2024-10-21,10:41,DEL021,2560,2032,79.4,Medium
DEL-YE-OCC00018,2024-10-21,10:14,DEL019,2560,1170,45.7,Medium
DEL-YE-OCC00018,2024-10-21,10:33,DEL004,2560,1385,54.1,Medium
DEL-YE-OCC00019,2024-10-25,19:06,DEL032,3040,3821,125.7,Critical
DEL-YE-OCC00019,2024-10-25,19:18,DEL012,3040,3832,126.1,Critical
DEL-YE-OCC00019,2024-10-25,19:52,DEL023,3040,3346,110.1,Critical
DEL-YE-OCC00019,2024-10-25,19:35,DEL029,3040,4256,140,Critical
DEL-YE-OCC00019,2024-10-25,19:31,DEL008,3040,1569,51.6,Medium
DEL-YE-OCC00020,2024-10-25,20:43,DEL016,1920,1519,79.1,Medium
DEL-YE-OCC00020,2024-10-25,20:02,DEL035,1920,1471,76.6,Medium
DEL-YE-OCC00020,2024-10-25,20:31,DEL030,1920,1690,88.1,High
DEL-YE-OCC00020,2024-10-25,20:48,DEL010,1920,1594,83.0,High
DEL-YE-OCC00020,2024-10-25,20:08,DEL025,1920,1246,64.9,Medium
DEL-YE-OCC00020,2024-10-25,20:34,DEL018,1920,1648,85.9,High
DEL-YE-OCC00021,2024-10-25,09:54,DEL034,2560,2367,92.5,High
DEL-YE-OCC00021,2024-10-25,09:57,DEL035,2560,3253,127.1,Critical
DEL-YE-OCC00021,2024-10-25,09:30,DEL010,2560,2886,112.8,Critical
DEL-YE-OCC00021,2024-10-25,09:22,DEL005,2560,3584,140,Critical
DEL-YE-OCC00021,2024-10-25,09:29,DEL018,2560,2118,82.8,High
DEL-YE-OCC00021,2024-10-25,09:38,DEL016,2560,3413,133.3,Critical
DEL-YE-OCC00022,2024-10-29,13:45,DEL017,2280,1304,57.2,Medium
DEL-YE-OCC00022,2024-10-29,13:18,DEL019,2280,625,27.4,Low
DEL-YE-OCC00022,2024-10-29,13:33,DEL020,2280,585,25.7,Low
DEL-YE-OCC00022,2024-10-29,13:11,DEL028,2280,894,39.2,Low
DEL-YE-OCC00022,2024-10-29,13:23,DEL007,2280,1267,55.6,Medium
DEL-YE-OCC00023,2024-10-29,18:54,DEL012,2800,3831,136.8,Critical
DEL-YE-OCC00023,2024-10-29,18:37,DEL022,2800,2150,76.8,Medium
DEL-YE-OCC00023,2024-10-29,18:56,DEL034,2800,2084,74.4,Medium
DEL-YE-OCC00024,2024-10-29,10:03,DEL015,3040,2670,87.8,High
DEL-YE-OCC00024,2024-10-29,10:03,DEL004,3040,1799,59.2,Medium
DEL-YE-OCC00024,2024-10-29,10:16,DEL014,3040,2067,68.0,Medium
DEL-YE-OCC00025,2024-11-02,08:37,DEL012,2280,2668,117.1,Critical
DEL-YE-OCC00025,2024-11-02,08:43,DEL029,2280,1886,82.7,High
DEL-YE-OCC00025,2024-11-02,08:50,DEL034,2280,2627,115.2,Critical
DEL-YE-OCC00025,2024-11-02,08:43,DEL035,2280,1566,68.7,Medium
DEL-YE-OCC00025,2024-11-02,08:10,DEL032,2280,2607,114.4,Critical
DEL-YE-OCC00025,2024-11-02,08:40,DEL026,2280,2881,126.4,Critical
DEL-YE-OCC00026,2024-11-02,21:38,DEL027,1920,1172,61.0,Medium
DEL-YE-OCC00026,2024-11-02,21:22,DEL011,1920,1019,53.1,Medium
DEL-YE-OCC00026,2024-11-02,21:42,DEL018,1920,1981,103.2,High
DEL-YE-OCC00026,2024-11-02,21:42,DEL015,1920,1533,79.9,Medium
DEL-YE-OCC00026,2024-11-02,21:07,DEL022,1920,1020,53.2,Medium
DEL-YE-OCC00027,2024-11-02,08:45,DEL026,2800,3776,134.9,Critical
DEL-YE-OCC00027,2024-11-02,08:46,DEL012,2800,2702,96.5,High
DEL-YE-OCC00027,2024-11-02,08:22,DEL011,2800,2207,78.9,Medium
DEL-YE-OCC00027,2024-11-02,08:59,DEL019,2800,3116,111.3,Critical
DEL-YE-OCC00028,2024-11-06,05:24,DEL004,3040,366,12.1,Low
DEL-YE-OCC00028,2024-11-06,05:26,DEL025,3040,285,9.4,Low
DEL-YE-OCC00028,2024-11-06,05:26,DEL029,3040,410,13.5,Low
DEL-YE-OCC00029,2024-11-06,16:28,DEL005,2280,1466,64.3,Medium
DEL-YE-OCC00029,2024-11-06,16:23,DEL027,2280,1384,60.7,Medium
DEL-YE-OCC00029,2024-11-06,16:52,DEL033,2280,1193,52.4,Medium
DEL-YE-OCC00029,2024-11-06,16:07,DEL010,2280,1182,51.8,Medium
DEL-YE-OCC00029,2024-11-06,16:54,DEL028,2280,1412,62.0,Medium
DEL-YE-OCC00030,2024-11-06,18:01,DEL017,3040,3897,128.2,Critical
DEL-YE-OCC00030,2024-11-06,18:09,DEL034,3040,3819,125.7,Critical
DEL-YE-OCC00030,2024-11-06,18:25,DEL020,3040,3602,118.5,Critical
DEL-YE-OCC00030,2024-11-06,18:12,DEL022,3040,3427,112.7,Critical
DEL-YE-OCC00030,2024-11-06,18:21,DEL006,3040,3479,114.5,Critical
DEL-YE-OCC00030,2024-11-06,18:01,DEL014,3040,3564,117.2,Critical
DEL-YE-OCC00031,2024-11-10,13:55,DEL031,1920,832,43.3,Low
DEL-YE-OCC00031,2024-11-10,13:20,DEL014,1920,521,27.2,Low
DEL-YE-OCC00031,2024-11-10,13:28,DEL028,1920,833,43.4,Low
DEL-YE-OCC00031,2024-11-10,13:14,DEL016,1920,683,35.6,Low
DEL-YE-OCC00031,2024-11-10,13:39,DEL024,1920,638,33.3,Low
DEL-YE-OCC00031,2024-11-10,13:53,DEL027,1920,1006,52.4,Medium
DEL-YE-OCC00032,2024-11-10,19:20,DEL021,1920,1831,95.4,High
DEL-YE-OCC00032,2024-11-10,19:17,DEL032,1920,2688,140,Critical
DEL-YE-OCC00032,2024-11-10,19:06,DEL009,1920,928,48.4,Medium
DEL-YE-OCC00032,2024-11-10,19:21,DEL024,1920,1932,100.6,High
DEL-YE-OCC00032,2024-11-10,19:25,DEL010,1920,2211,115.2,Critical
DEL-YE-OCC00033,2024-11-10,18:51,DEL015,2280,2737,120.1,Critical
DEL-YE-OCC00033,2024-11-10,18:05,DEL022,2280,2458,107.8,Critical
DEL-YE-OCC00033,2024-11-10,18:04,DEL004,2280,2763,121.2,Critical
DEL-YE-OCC00033,2024-11-10,18:03,DEL005,2280,1901,83.4,High
DEL-YE-OCC00034,2024-11-14,06:01,DEL013,2560,738,28.8,Low
DEL-YE-OCC00034,2024-11-14,06:07,DEL031,2560,1648,64.4,Medium
DEL-YE-OCC00034,2024-11-14,06:03,DEL017,2560,475,18.6,Low
DEL-YE-OCC00034,2024-11-14,06:47,DEL011,2560,496,19.4,Low
DEL-YE-OCC00034,2024-11-14,06:39,DEL002,2560,639,25.0,Low
DEL-YE-OCC00034,2024-11-14,06:52,DEL014,2560,1077,42.1,Low
DEL-YE-OCC00035,2024-11-14,09:58,DEL010,3040,2425,79.8,Medium
DEL-YE-OCC00035,2024-11-14,09:05,DEL002,3040,3747,123.3,Critical
DEL-YE-OCC00035,2024-11-14,09:49,DEL030,3040,2440,80.3,High
DEL-YE-OCC00035,2024-11-14,09:24,DEL012,3040,3759,123.7,Critical
DEL-YE-OCC00036,2024-11-14,13:30,DEL022,2100,680,32.4,Low
DEL-YE-OCC00036,2024-11-14,13:38,DEL015,2100,2063,98.3,High
DEL-YE-OCC00036,2024-11-14,13:40,DEL024,2100,912,43.5,Low
DEL-YE-OCC00037,2024-11-18,14:55,DEL017,1920,647,33.7,Low
DEL-YE-OCC00037,2024-11-18,14:06,DEL004,1920,447,23.3,Low
DEL-YE-OCC00037,2024-11-18,14:18,DEL001,1920,735,38.3,Low
DEL-YE-OCC00037,2024-11-18,14:59,DEL006,1920,1093,56.9,Medium
DEL-YE-OCC00038,2024-11-18,18:22,DEL037,2800,2215,79.1,Medium
DEL-YE-OCC00038,2024-11-18,18:36,DEL005,2800,2561,91.5,High
DEL-YE-OCC00038,2024-11-18,18:16,DEL009,2800,1730,61.8,Medium
DEL-YE-OCC00038,2024-11-18,18:20,DEL028,2800,2602,92.9,High
DEL-YE-OCC00039,2024-11-18,19:24,DEL024,3040,3925,129.1,Critical
DEL-YE-OCC00039,2024-11-18,19:09,DEL034,3040,3895,128.1,Critical
DEL-YE-OCC00039,2024-11-18,19:19,DEL030,3040,4028,132.5,Critical
DEL-YE-OCC00039,2024-11-18,19:11,DEL009,3040,1537,50.6,Medium
DEL-YE-OCC00040,2024-11-22,12:01,DEL010,2560,633,24.8,Low
DEL-YE-OCC00040,2024-11-22,12:16,DEL015,2560,2643,103.3,High
DEL-YE-OCC00040,2024-11-22,12:14,DEL023,2560,709,27.7,Low
DEL-YE-OCC00041,2024-11-22,12:07,DEL013,2100,485,23.1,Low
DEL-YE-OCC00041,2024-11-22,12:25,DEL023,2100,468,22.3,Low
DEL-YE-OCC00041,2024-11-22,12:12,DEL019,2100,434,20.7,Low
DEL-YE-OCC00042,2024-11-22,05:32,DEL001,2800,379,13.6,Low
DEL-YE-OCC00042,2024-11-22,05:31,DEL022,2800,276,9.9,Low
DEL-YE-OCC00042,2024-11-22,05:00,DEL037,2800,307,11.0,Low
DEL-YE-OCC00042,2024-11-22,05:58,DEL006,2800,273,9.8,Low
DEL-YE-OCC00042,2024-11-22,05:53,DEL016,2800,344,12.3,Low
DEL-YE-OCC00042,2024-11-22,05:32,DEL002,2800,348,12.5,Low
DEL-YE-OCC00043,2024-11-26,08:23,DEL021,2280,1767,77.5,Medium
DEL-YE-OCC00043,2024-11-26,08:08,DEL012,2280,2154,94.5,High
DEL-YE-OCC00043,2024-11-26,08:25,DEL017,2280,2289,100.4,High
DEL-YE-OCC00043,2024-11-26,08:07,DEL033,2280,2066,90.6,High
DEL-YE-OCC00043,2024-11-26,08:38,DEL005,2280,2287,100.3,High
DEL-YE-OCC00044,2024-11-26,10:49,DEL016,3040,2738,90.1,High
DEL-YE-OCC00044,2024-11-26,10:52,DEL030,3040,1681,55.3,Medium
DEL-YE-OCC00044,2024-11-26,10:59,DEL015,3040,3272,107.6,Critical
DEL-YE-OCC00045,2024-11-26,22:19,DEL019,2560,682,26.7,Low
DEL-YE-OCC00045,2024-11-26,22:59,DEL017,2560,1073,41.9,Low
DEL-YE-OCC00045,2024-11-26,22:23,DEL025,2560,1019,39.8,Low
DEL-YE-OCC00045,2024-11-26,22:41,DEL014,2560,1015,39.7,Low
DEL-YE-OCC00045,2024-11-26,22:07,DEL036,2560,846,33.1,Low
DEL-YE-OCC00045,2024-11-26,22:09,DEL024,2560,910,35.6,Low
DEL-YE-OCC00046,2024-11-30,18:16,DEL018,2560,2629,102.7,High
DEL-YE-OCC00046,2024-11-30,18:53,DEL035,2560,2444,95.5,High
DEL-YE-OCC00046,2024-11-30,18:05,DEL011,2560,2032,79.4,Medium
DEL-YE-OCC00047,2024-11-30,05:25,DEL001,2280,281,12.4,Low
DEL-YE-OCC00047,2024-11-30,05:42,DEL034,2280,195,8.6,Low
DEL-YE-OCC00047,2024-11-30,05:59,DEL002,2280,218,9.6,Low
DEL-YE-OCC00047,2024-11-30,05:25,DEL030,2280,297,13.1,Low
DEL-YE-OCC00047,2024-11-30,05:21,DEL011,2280,242,10.6,Low
DEL-YE-OCC00047,2024-11-30,05:18,DEL013,2280,272,12.0,Low
DEL-YE-OCC00048,2024-11-30,13:03,DEL018,1920,2068,107.7,Critical
DEL-YE-OCC00048,2024-11-30,13:06,DEL021,1920,959,50.0,Medium
DEL-YE-OCC00048,2024-11-30,13:49,DEL015,1920,1393,72.6,Medium
DEL-YE-OCC00048,2024-11-30,13:58,DEL037,1920,859,44.8,Low
DEL-YE-OCC00048,2024-11-30,13:23,DEL009,1920,925,48.2,Medium
DEL-YE-OCC00048,2024-11-30,13:57,DEL024,1920,748,39.0,Low
DEL-YE-OCC00049,2024-12-04,17:25,DEL019,2800,1389,49.6,Medium
DEL-YE-OCC00049,2024-12-04,17:37,DEL014,2800,1606,57.4,Medium
DEL-YE-OCC00049,2024-12-04,17:14,DEL001,2800,1851,66.1,Medium
DEL-YE-OCC00049,2024-12-04,17:34,DEL016,2800,1613,57.6,Medium
DEL-YE-OCC00049,2024-12-04,17:02,DEL012,2800,2630,93.9,High
DEL-YE-OCC00050,2024-12-04,12:47,DEL004,2280,551,24.2,Low
DEL-YE-OCC00050,2024-12-04,12:30,DEL022,2280,1065,46.7,Medium
DEL-YE-OCC00050,2024-12-04,12:37,DEL032,2280,470,20.6,Low
DEL-YE-OCC00050,2024-12-04,12:57,DEL019,2280,649,28.5,Low
DEL-YE-OCC00050,2024-12-04,12:20,DEL011,2280,749,32.9,Low
DEL-YE-OCC00050,2024-12-04,12:16,DEL030,2280,439,19.3,Low
DEL-YE-OCC00051,2024-12-04,13:54,DEL021,2800,1022,36.5,Low
DEL-YE-OCC00051,2024-12-04,13:10,DEL024,2800,1473,52.6,Medium
DEL-YE-OCC00051,2024-12-04,13:44,DEL007,2800,1046,37.4,Low
DEL-YE-OCC00052,2024-12-08,19:47,DEL019,2560,3481,136.0,Critical
DEL-YE-OCC00052,2024-12-08,19:59,DEL017,2560,2224,86.9,High
DEL-YE-OCC00052,2024-12-08,19:51,DEL018,2560,3156,123.3,Critical
DEL-YE-OCC00052,2024-12-08,19:10,DEL009,2560,1063,41.5,Low
DEL-YE-OCC00053,2024-12-08,20:01,DEL030,2560,1970,77.0,Medium
DEL-YE-OCC00053,2024-12-08,20:06,DEL013,2560,2042,79.8,Medium
DEL-YE-OCC00053,2024-12-08,20:38,DEL037,2560,2368,92.5,High
DEL-YE-OCC00054,2024-12-08,10:48,DEL006,2800,2658,94.9,High
DEL-YE-OCC00054,2024-12-08,10:27,DEL005,2800,2148,76.7,Medium
DEL-YE-OCC00054,2024-12-08,10:18,DEL030,2800,1413,50.5,Medium
DEL-YE-OCC00055,2024-12-12,10:45,DEL030,3040,1459,48.0,Medium
DEL-YE-OCC00055,2024-12-12,10:05,DEL016,3040,3340,109.9,Critical
DEL-YE-OCC00055,2024-12-12,10:22,DEL017,3040,3451,113.5,Critical
DEL-YE-OCC00055,2024-12-12,10:01,DEL022,3040,2860,94.1,High
DEL-YE-OCC00056,2024-12-12,18:44,DEL019,2100,1739,82.8,High
DEL-YE-OCC00056,2024-12-12,18:03,DEL010,2100,1857,88.4,High
DEL-YE-OCC00056,2024-12-12,18:59,DEL024,2100,2542,121.1,Critical
DEL-YE-OCC00057,2024-12-12,09:10,DEL029,2800,2788,99.6,High
DEL-YE-OCC00057,2024-12-12,09:20,DEL015,2800,3048,108.9,Critical
DEL-YE-OCC00057,2024-12-12,09:26,DEL019,2800,2791,99.7,High
DEL-YE-OCC00057,2024-12-12,09:25,DEL005,2800,2445,87.3,High
DEL-YE-OCC00058,2024-12-16,15:02,DEL017,2560,1314,51.3,Medium
DEL-YE-OCC00058,2024-12-16,15:50,DEL010,2560,654,25.5,Low
DEL-YE-OCC00058,2024-12-16,15:51,DEL025,2560,975,38.1,Low
DEL-YE-OCC00058,2024-12-16,15:12,DEL012,2560,1954,76.4,Medium
DEL-YE-OCC00058,2024-12-16,15:15,DEL022,2560,848,33.1,Low
DEL-YE-OCC00058,2024-12-16,15:32,DEL021,2560,1131,44.2,Low
DEL-YE-OCC00059,2024-12-16,07:13,DEL031,2100,2129,101.4,High
DEL-YE-OCC00059,2024-12-16,07:42,DEL019,2100,1706,81.3,High
DEL-YE-OCC00059,2024-12-16,07:35,DEL012,2100,1659,79.0,Medium
DEL-YE-OCC00060,2024-12-16,18:46,DEL017,2280,2835,124.4,Critical
DEL-YE-OCC00060,2024-12-16,18:40,DEL030,2280,2613,114.6,Critical
DEL-YE-OCC00060,2024-12-16,18:03,DEL008,2280,1580,69.3,Medium
DEL-YE-OCC00060,2024-12-16,18:03,DEL016,2280,1872,82.1,High
DEL-YE-OCC00060,2024-12-16,18:16,DEL011,2280,1758,77.1,Medium
DEL-YE-OCC00060,2024-12-16,18:38,DEL037,2280,2340,102.7,High
DEL-YE-OCC00061,2024-12-20,05:32,DEL031,2280,646,28.3,Low
DEL-YE-OCC00061,2024-12-20,05:30,DEL011,2280,218,9.6,Low
DEL-YE-OCC00061,2024-12-20,05:01,DEL019,2280,298,13.1,Low
DEL-YE-OCC00061,2024-12-20,05:57,DEL017,2280,197,8.7,Low
DEL-YE-OCC00062,2024-12-20,20:20,DEL010,2560,2470,96.5,High
DEL-YE-OCC00062,2024-12-20,20:44,DEL021,2560,2342,91.5,High
DEL-YE-OCC00062,2024-12-20,20:54,DEL022,2560,2784,108.8,Critical
DEL-YE-OCC00062,2024-12-20,20:06,DEL027,2560,2004,78.3,Medium
DEL-YE-OCC00062,2024-12-20,20:54,DEL011,2560,1785,69.8,Medium
DEL-YE-OCC00062,2024-12-20,20:30,DEL036,2560,2614,102.1,High
DEL-YE-OCC00063,2024-12-20,09:47,DEL003,2800,2079,74.3,Medium
DEL-YE-OCC00063,2024-12-20,09:04,DEL001,2800,3030,108.2,Critical
DEL-YE-OCC00063,2024-12-20,09:27,DEL022,2800,3699,132.1,Critical
DEL-YE-OCC00064,2024-12-24,10:13,DEL006,2100,1503,71.6,Medium
DEL-YE-OCC00064,2024-12-24,10:44,DEL008,2100,905,43.1,Low
DEL-YE-OCC00064,2024-12-24,10:44,DEL034,2100,1393,66.4,Medium
DEL-YE-OCC00065,2024-12-24,18:15,DEL036,2100,1743,83.0,High
DEL-YE-OCC00065,2024-12-24,18:11,DEL010,2100,2384,113.5,Critical
DEL-YE-OCC00065,2024-12-24,18:47,DEL030,2100,2674,127.4,Critical
DEL-YE-OCC00066,2024-12-24,07:28,DEL027,1920,915,47.7,Medium
DEL-YE-OCC00066,2024-12-24,07:33,DEL023,1920,1396,72.7,Medium
DEL-YE-OCC00066,2024-12-24,07:06,DEL007,1920,1523,79.4,Medium
DEL-YE-OCC00067,2024-12-28,20:26,DEL008,2560,626,24.5,Low
DEL-YE-OCC00067,2024-12-28,20:54,DEL011,2560,2514,98.2,High
DEL-YE-OCC00067,2024-12-28,20:51,DEL033,2560,1995,77.9,Medium
DEL-YE-OCC00067,2024-12-28,20:33,DEL005,2560,1904,74.4,Medium
DEL-YE-OCC00068,2024-12-28,15:28,DEL034,3040,1128,37.1,Low
DEL-YE-OCC00068,2024-12-28,15:16,DEL022,3040,1665,54.8,Medium
DEL-YE-OCC00068,2024-12-28,15:43,DEL021,3040,1100,36.2,Low
DEL-YE-OCC00068,2024-12-28,15:13,DEL016,3040,1329,43.7,Low
DEL-YE-OCC00069,2024-12-28,18:38,DEL016,1920,2310,120.3,Critical
DEL-YE-OCC00069,2024-12-28,18:35,DEL012,1920,2103,109.6,Critical
DEL-YE-OCC00069,2024-12-28,18:11,DEL026,1920,1990,103.7,High
DEL-BL-OCC00070,2024-10-01,22:43,DEL071,2280,878,38.5,Low
DEL-BL-OCC00070,2024-10-01,22:52,DEL075,2280,803,35.2,Low
DEL-BL-OCC00070,2024-10-01,22:38,DEL081,2280,506,22.2,Low
DEL-BL-OCC00070,2024-10-01,22:39,DEL062,2280,648,28.4,Low
DEL-BL-OCC00070,2024-10-01,22:42,DEL079,2280,816,35.8,Low
DEL-BL-OCC00071,2024-10-01,20:48,DEL016,2100,2136,101.7,High
DEL-BL-OCC00071,2024-10-01,20:49,DEL066,2100,2361,112.5,Critical
DEL-BL-OCC00071,2024-10-01,20:45,DEL086,2100,1710,81.5,High
DEL-BL-OCC00071,2024-10-01,20:46,DEL074,2100,1732,82.5,High
DEL-BL-OCC00071,2024-10-01,20:11,DEL069,2100,2403,114.5,Critical
DEL-BL-OCC00071,2024-10-01,20:31,DEL065,2100,1361,64.8,Medium
DEL-BL-OCC00072,2024-10-01,09:56,DEL043,3040,3603,118.5,Critical
DEL-BL-OCC00072,2024-10-01,09:37,DEL038,3040,3629,119.4,Critical
DEL-BL-OCC00072,2024-10-01,09:57,DEL053,3040,2933,96.5,High
DEL-BL-OCC00072,2024-10-01,09:10,DEL042,3040,2721,89.5,High
DEL-BL-OCC00072,2024-10-01,09:48,DEL077,3040,2343,77.1,Medium
DEL-BL-OCC00072,2024-10-01,09:23,DEL084,3040,2552,84.0,High
DEL-BL-OCC00073,2024-10-05,08:14,DEL043,1920,1633,85.1,High
DEL-BL-OCC00073,2024-10-05,08:29,DEL068,1920,2172,113.2,Critical
DEL-BL-OCC00073,2024-10-05,08:41,DEL075,1920,1918,99.9,High
DEL-BL-OCC00073,2024-10-05,08:53,DEL072,1920,1307,68.1,Medium
DEL-BL-OCC00073,2024-10-05,08:39,DEL052,1920,1758,91.6,High
DEL-BL-OCC00073,2024-10-05,08:32,DEL048,1920,2170,113.1,Critical
DEL-BL-OCC00074,2024-10-05,17:28,DEL079,1920,1140,59.4,Medium
DEL-BL-OCC00074,2024-10-05,17:27,DEL045,1920,1736,90.4,High
DEL-BL-OCC00074,2024-10-05,17:28,DEL058,1920,1343,70.0,Medium
DEL-BL-OCC00074,2024-10-05,17:00,DEL057,1920,1156,60.2,Medium
DEL-BL-OCC00074,2024-10-05,17:18,DEL052,1920,1583,82.4,High
DEL-BL-OCC00074,2024-10-05,17:13,DEL064,1920,1436,74.8,Medium
DEL-BL-OCC00075,2024-10-05,23:08,DEL048,3040,770,25.4,Low
